DIRECTORY,FILE,ocr_google
plakatfotos,DSC_0017.JPG,#3spreadconfettinotthevirus|LINDALING|www.kindating de|25p|GEIER-TRONIC|Auwirtiges Amt|umzüge|IEAbleton|HIMBEER|SCHULKINO|Cornelsen|medienboard|BerlinBrandenburg|Creative|Lurope|Berliner|Wasserbetriebe|Die Brlinguisten|Stiftung Berliner Sparkasse|BERLIN MIT ENG|WOCHEN|Cohred by the|Eurenan Unn|Deutsches|R Kinderhilfawerk|AMPELMAN|MEDIA|yon Brgerinnen und Borgem f Becho|MAGENTA MOON|((0))|NEUES ENTDECKEN|17.10. – 01.11.2020|LEIPZIGER PLATZ|MAGENTA MOON GARDEN|WORKSHOPS TALKS|UND VIELES MEHR|täglich geöffnet|Jetzt registrieren auf|www.magentamoon.de|#DABEI|T..|0-3249580 ÜBERPLAKATIEREN|KULTURPLAKATIERUNG.DEVERBOTEN kulturplakatierung|* 030-3249580 ÜBERPLAKATIEREN|www.KULTURPLAKATIERUNG.DE|VERBOTEN|
plakatfotos,DSC_0018.JPG,KUKİ13|Internationales Kurzfilmfestival|8.-20.|für Kinder und Jugendliche Berlin|November 2020|S.|Animationsfilme|Umweltfilme|Doku & Fiktion|Kita-Programm|TeenScreen|Girls* Riot|8 Vorstellungen im|Workshops|Kinder- & Jugendjurys|Filmtheater am Friedrichshain|Talks|Neu: Komplettes Programm|Schulvorstellungen online|für Schulen und Kitas online!|Abendvorstellungen|Wochenendvorstellungen|Auch für Brandenburg!|www.kuki-berlin.com|interfilm|berlin|#spreadconfettinotthevirus|LINDALING HIMBEER|www.kindsing de|25p|GEIER TRONIC|SCHULKINO|WOEHEN|Cornelsen|xmpf Aumzüge IEAbleton|medienboard|BerlinBrandenburg|Cealive|furope|sEDIA|Stiftung Berliner Sparkasse|nd Brg|Beriner|Wasserbetriebe|De Berlinguinten|Deutsches|Canter by the|E n Ln|
plakatfotos,DSC_0019.JPG,fez|LOWEENNG|SOWEENANAC|GRUSEL-|SPAB&|GEISTER-|SPieLe|Fez|SA|FAMILIEN|AB|18 UHR|MaCHen!|31.10:1.11. MÄRCHEN|7+8.11. tickets.fez-berlin.de|WWw.fez-berlin.de|
plakatfotos,DSC_0020.JPG,Der|Grüffelo|BERLIN|im Friedrich-Ludwig-Jahn-Sportpark|Theaterzelt Eberswalder Str./ Ecke Topsstr. Prenzlauer Berg|von Sa. Freitag All inclusive*|bis So.|*Kinder erhalten Popcorn & Getränk gratis|Vorstellungen:|03.|Mi. bis Fr. um|Samstag um 14.00+16.30 Uhr|Sonntag um 11.0 0 + 15.00 Uhr|Achtung 04.11. + 05.11. keine Vorstellungen|15.|17.00 Uhr|Oktober|November|Jetzt Tickets sichern!|Tickets an der Tageskasse/an allen bekannten Vorverkaufsstellen sowie im Internet unter:|www.figurentheater-richterde|0163 / 48 44 911|Figurentheater-Hotline.|VERBINDUNG:|JU2 BUS 247 158 Tram M10|Eberswalder Str.|JAHNSPORTPARK|BOSE|M Berlin|FiGURENTHENTER|eventim|bemin Berlin|Verfag für Kindertheater|BERLIN|Priedich-Lohg|Sesativeratng|tor Imneres und Spor|Dieses Plakat fotografieren an uer wasse vurzeigen und Rabatt sichern!|Freizeit Guide|hern in Berlin|Kathe-Niederkirchner-Strafge|SSMANN|www.kindalir ce|Kathe-Nedekiehner-Strahe|30|30|do-5|Kursflenfeseua or Ke U Berte|KUKİN|18-25 Noveber 2018|www.kuki berun.co kukit|ORIE|口愛回|Zberin de|
plakatfotos,DSC_0021.JPG,DINOSAURIER|IM REICH DER URZEIT|Die Live-Erlebnisausstellung|Comeback nach|65 Millionen Jahren ..|Aktuelle Termine auf DEO|der Dino-Homepage!|www.dinoinfo.de|CORONA-RICHTLINIEN BEACHTEN!|MUNDSCHUTZ NICHT VERGESSEN!|Sensation aus den USA:|Vollbewegliche animierte Dinosaurier|Nach riesigem Erfolg und großer Nachfrage jetzt auch in|BERLIN-Hohenschönhausen|Landsberger Allee / Schalkauer Str|Trambahnen:16M62737M4M5M8M17|ŐFFNUNGSZEITEN:|Wochentags: 14 Uhr bis 19 Uhr|Sa. & So. 11 Uhr bis 18 Uhr|ACHTUNG! Di.- Mi. GESCHLOSSEN|(Feiertags geöffnet 11-18 Uhr)|bis|16.|vom|05.|August|Juni|
plakatfotos,DSC_0022.JPG,WINTERGARTEN|W WIE VARIETÉ|23.09.2020|bis|07.02.2021|GOLDEN|YEARS|DIE 20ER JAHRE|VARIETÉ REVUE|N° 2|20 €*|www.wintergarten-berlin.de|Ticket-Hotline: 030 - 588 433  Potsdamer Str. 96 10785 Berlin|433|Lndaer|C.BECHSTEIN|Herline sh Morgmpest|wWall|AN INT BEREIN|ventim|ustration: Robert Nippoldt|
plakatfotos,DSC_0023.JPG,WINTERGARTEN|Zimt&|Zauber|W.WIE VARIETÉ|Der Klassiker zur|Weihnachtszeit|teintaler|Buch und Musik: Bijan Azadian|CABU|WAZI|Regie: Fabian Gröger|In Kooperation mit|MARCHENLAND|An allen ADVENTSSONNTAGEN|TICKETS: Kinder bis 4 Jahren ab 16 €*. Erwachsene ab 20 €*|Familienticket für 4 Personen ab 16 €* p.P.|um 11:00 &14:00 Uhr|Preise zzgl. 10% Vorverkauts-/Abendkassen-Gebuhr und 200C Systemgebuhr/Ticket|Außerdem|22.11. 15+16.12. 21-23.12.27.+28.12. 10.01. 17.01. 24.01.|jeweils um 11:00 & 14:00 Uhr|www.wintergarten-berlin.de|Ticket-Hotline: 030-588 433|Lndner|Putatirg|whtndinsfRStZIRKEL|wWall|6.BEOHSTEIN|Herliner ch Morgmpost|eventim|DAS IST BERC|llustration: Robert Nippoldt|
plakatfotos,DSC_0024.JPG,DIREKTES OLIVENÖL VON DER LANDWIRTINNEN-VEREINIGUNG MONTE|ZUM ERHALT DES TRADITIONELLEN BERGOLIVENHAINS|GRATIS VERKOSTUNG|EXTRA NATIVES|OLIVENOL|0.3°|O5.09.202o 11-14 UHR|LA BODEGA|dein Brot und Du habt|ein Date|INFOS|f©DeinCiivenOel|deinOlivenOel@gmail.com|feinkost|la bodega|DOP GRANADA|ANDALIISTE|SENEFELDERSTRABE 27|10437 BERLIN|
plakatfotos,DSC_0025.JPG,Autorenlesung und Gesprä|mit Dahlke|Shrista Wo|29-2011|ochistin - H ist Sozialistin|HUMANIST|DRTRA|BIRGIT DAHLKE|Die Literatur Christa Wolfs hat Folgen.|CHRIS|WOL|ginn|die|Vest zugleich wurde jedoch in beiden|nterschiedlich gelesen. Das Portr|nd Flucht als biographische S|elbstverständnis der 1929|geborenen Autorin|chen Ausdruck in|die frühe prote|an? Gefragt|rag einer Se|anismus|das|GWart-|ihren ästhe-|(1929- 2011)|ANTIFASCHISTIN|SOZIALISTIN|Schuld' finden.|rehung einer Anteil|nach dem expliziten|NISTIN|zum deutsch-deutschen|e Weis|ihrer|gen|ch|ern vor allem danach auf|sche Werte die literarische|ssayistik über fünf Jahrzehnte|onierte eine auf individuelle wie|antwortung zielende Poetik der|tizität“ innerhalb des DDR-Sozia-|olches Konzept nach 1989? Welche|ven Formate bringt es hervor?|lite|Vera|Kurt|Pro Kiez Bötzowviertel e.V. und der|pliothek Pankow|Humanistische Akademie|Berlin Brasdenburg|KONIGSHAUSEN & NEUMANN|Donnerstag 12.11.2020 19:00 Uhr|in der Aula der Kurt-Schwitters Schule|Bötzowstraße 11 10407P|FONDS|Anmeldung unter: regulavonschintling@gmail.com|Kurt-Tucholsky-Bibliotheok Esmarchstr. 18 10407 Berlin|Tel.: (030) 90295-3963 kurt tuchotsky-bibliothek@ba pankow.berlin.de|Elntritt frel. Mit freundlicher Unterstötzung des Berliner Autorenlesefonds|PankowH von Berlin|Weiterbildung ond Kuftur|adtbibliothek|www.berlin.de/stadthiblothek-panko|kie|
plakatfotos,DSC_0026.JPG,GROUP|FALLING WALLS X BERLIN SCIENCE WEEK|THE|SCIENCE|BREAK-|THROUGHS|OF THE|YEAR|BACKER WIEDE|JOIN US NOW AND|REGISTER FOR FREE|falling-walls.com/2020|1-10|BERLIN|SCIENCE NOV|2020|WEEK|1–10 NOVEMBER 2020|200+ EVENTS|500+ SPEAKERS|1 DIGITAL PLATFORM|THANK YOU TO OUR PARTNERS.|SPONSORED BY THE|Chan|Zuckerberg|Initiative|DFG|ELSEVIER|Federal Ministry|of Education|and Research|HELMHOLTZ|Boehringer|GlV Ingelheim|Brain City bem Berlin|RESEARCH FOR GRAND CHALLENGES|Robert Bosch|Stiftung|BMW Foundation|Herbert Quandt|The Governing Mayor ef berin|Senate Chancellery|be m Berlin|D- BASF|W|ZEISS DIE ZEIT|Google|Higher Education|ARCHIMEDES|Research|The Chernical Company|-Berlin|WILHELM UND ELSE|HERAEUS-STIFTUNG|Visits|twister|Comention Cfice|KCRW|TAGESSPIEGEL|KURIERE|29 30 40|HUAWEY|GORDON AND BETYY|MOORE Nitan|PLASMA SARTORILS|SPRINGER NATURE|USEUM FOR|NATURKUNDE|BERLIN|FOUNDATION|Mame Prouamm|
plakatfotos,DSC_0027.JPG,Weilnachten|IM TIERPARK|EIN WUNDERVOLLER AUSFLUG IN|EINE LEUCHTENDE WINTERWELT!|Die günstigsten|Tickets & ein|schneller Einlass:|Tickets online|kaufen!|7 U D出|HOT DRINKS|18. NOV. 2020 bis 10. JAN. 2021|TIERPARK BERLIN|WEIHNACHTEN-IMHTIERPARK:DE|Serliner Scitung|tipSerlin|DEAG|TIERPARK|Abeiblutt|CHER UND VERANTWORTUNGSVOLL ORGANISIERT!|WAY|er 01806-777 111 sowie an den bek. VVK-Stellen.|Tickets auf my ticket.de|(020 EUR/Verbindung e dt. Festnatz/max 080 EUR/Verbindung aua dt. Mobilfunknetz)|CEGO|
plakatfotos,DSC_0028.JPG,EM OF PHOTOGRAPHY|BERLIN|EUROPEAN MONTH|OP|Rahmca des L10P Bertila-Larepcan Moafh of Photograpiy 2020|fie der 1920er labre on|L!|Die giastigten|Tickerts &|&tin|enher Enlass|Tikets alime|ir Pannschmidt. Frnst Thormann und Richard Woike|SICHER UND|01.10.2020–24.01.2021|WKtellen.|letarische Rlick|er nyolefarico|ER.|Bröhan-Musem|
plakatfotos,DSC_0029.JPG,26. OKTOBER BIS 30. OKTOBER|R|SCHNITZ WETTBEWERB|In der Woche vom 26. Bis 30. Oktober|könnt ihr euch am Kürbisschnitzwettbewerb beteiligen.|Es stehen .. Kürbisse zu kreativen Gestaltung zu Verfügung.|Es wär toll wenn ihr ausgefallene Gestaltungsideen habt.|Eine Jury wird die 3 lustigsten bzw. gruselichsten Kürbisse|mit einem Gutschein für den Fahrbetrieb|auf dem Weihnachtsmarkt an der Landsberger Allee prämieren.|ACHTUNG|Videoüberwachung|
plakatfotos,DSC_0030.JPG,BAR JEDER|VERNUNET|ZWEI AUF|EINER BANK|Eine musikalische Begegnung mit|(atharina Thalbach Andreja Schneider|und dem Christoph-Israel-Quartett.|.ד1 .18 .04|Dank neu|Belüftungst|optimaler S|BAR JEDER VERNUNFT|M Kire|
plakatfotos,DSC_0031.JPG,TIPI|AM KANZLERAMT|CÁRRINGTON-|BROWN|TURNADOT-Eine Brexit-Operette|17. & 18.11.|neuester|angstechnik|
plakatfotos,DSC_0032.JPG,Da|BAR JEDER VERNUNFT|Belü|opti|V|BAR JEDER|VERNUNFT|Ww|Berlin-Premiere|SHARON BRAUNER|KARSTEN TROYKE &|GERHARD KÄMPFE|Berlin Yiddish – Yiddish Berlin|20. – 22.11.|NEU DENKEN.|vww.bar-ieder-vernunft.de|MIT VOLLER ENERGIE.|RERLINER|radioer|030|kulturplakatierung|www.K|
plakatfotos,DSC_0033.JPG,ester|stechnik|TIPI AM KANZLERAMT|Schutz|ren!|BAR JEDER|VERNUNFT|VLADIMIR KORNEEV|&BAND|YOUKALI|Vladimir Korneev singt Kurt Weil|26. – 29.11.|radioens tb TAGESSRIEGEL OWall|www.tipi-am-kanzleramt.d|rbb|ÜBERPLAKATIEREN|ang|030/86 32 947 00|www.KULTURPLAKATIERUNG.DE VERBOTEN|1.|
plakatfotos,DSC_0034.JPG,INTER|FM|36th International|Short Film Festival|Berlin|10 - 15 November 2020|Volksbühne Berlin Babylon|ACUDkino Zeiss - Großplanetarium|Rollberg Kino Pfefferberg Theater & Haus 13|Kino & Bar in der Königstadt|Aav S|Fartoers & Speont|Media Partners|Runding Bod|be|Crontm|SCONER|25p|berliner|6fenster|EXBERLINER film ILM|INDIEKING|BERLN|radioens|BERLIN UNK|der Freitag|taz|WE BESUENT|medienboard|er borg|INTERFILM.DE|
plakatfotos,DSC_0035.JPG,SCHIFF|BAUER Der innovative Kulturbetrieb|GASSE|Für ein klturfreundliches Klima|und eine klimafreubdliche Kultur!|KLIMANEUTRAL.|DEMOKRATISCH.|PARTIZIPATIV.|Jetzt Tickets sichern!|www.kulturmarken.de|(12. Rultur|Invest!|Kongress|25.-27. November|quartier Schiffbauergasse Potsdam|Museum Barberini Potsdam|Nikolais aal Potsdam|Internationales Kunst- und Kultur-|EUROPAS VIELFÄLTIGSTER KULTURKONGRESS|3 Hauptforen. 15 Fachforen. 3 Workshops.|Milai.|Bayer/Kultur|causales°|SAP|RSM|
plakatfotos,DSC_0036.JPG,Birgit Dahike|über|Bötz|* seit|Christa Wolf (1929-2011)|Wir|dab|Antifaschistin – Humanistin- Sozialistin|Somm|Das STIERisch|*+x*|Do. 12. Nov. 2020 19.00h|in der Aula der Kurt-Schwitters-Schule|Bötzowstr. 1110407 Berlin|Pro Kiez Bötzowviertel e.V. / Kurt-Tucholsky Bibliothek Pankow|Esmarchstr. 18 10407 Berlin|Mit Unterstützung des Berliner Autorenlesefonds für 2020 des Bezirksamt Pankow|> Anmeldung an: agkultur@prokiez.de|
plakatfotos,DSC_0037.JPG,"b|pauzaunplakatıpru|g.c|info@bauzaunplakatierung.de|Zuwid|AUSSTELLUN|FRENZE|Mier Va|Botneslli|App Elexie pala Fun|ABYWARBURG|BILDER|mATLAS|MNEMC|SYNE|DAS ORIGINAL|49-|30.1.|HKW|Ed."" Alinarl N. 1459 FIRENZE R. Ga|Haus der Kulturen der Welt|paiacen r|"
plakatfotos,DSC_0038.JPG,ÜBERKLEBEN VERBOTEN!|Zuwiderhandlungen werden It. § 303 Abs. 1 STGB zur Anzeige gebracht.|11.berlin biennale|für zeitgenöss|kunst|5 sept-|1 nov|2020|ische|der riss beginnt|im inneren|kw institute for contemporary art|daadgalerie|11. berlin biennale c/o exrotaprint|gropius bau|11.berlinbiennale.de|bo|Mit Unterstutzung|Die Berlin Biennale wird|gefordert durch die Kulturstiftung KULTURSTIFTUNG von|des Bundes und organisiert vom|KUNST-WERKE BERLIN e.V.|DES|BUNDES|bemin Berlin|Corporate Partner|BERLIN BIENNALE|11.berlin biennale|
plakatfotos,DSC_0039.JPG,ÜBERKLEBEN VERBOTE|Zuwiderhandlungen werden It. § 303 Abs. 1 StGB zur Anzeige gebrac|BALLHAUS|NAUNYNSTRASSE|27. - 30.10. 2020 20 UHR|(with Engl. surtitles)|AUF MEINEN|SCHULTERN|EINE TANZPERFORMANCE VON|RAPHAEL HILLEBRAND|Choreografie Performance und|Videokonzept: Raphael Hillebrand|Lichtdesign: Emilio Cordero Checa|Kostüm: Monique Van den Bulck|Musik: Eurico Ferreira Mathias:|Dramaturgie: Jaika Bahr|www.ballhausnaunynstrasse.de|bemn Berlin|Mederpartr|kulturSPeUNGE|
plakatfotos,DSC_0040.JPG,info@bauzaunplakatierung.de|BALLHAUS|NAUNYNSTRASSE|05./ 06./ 07.11. 2020 20 UHR|08.11. 2020 19 UHR|ВЕСОMING|MY BODY|PERFORMANCE VON BISHOP BLACK|Konzept/Choreografie/Performance|Bishop Black: Musik: TRVANIA:|Licht Design: Emilio Cordero Checa:|Dramaturgie/ Video: Jasco Viefhues:|Choreografische Beratung: Caritia Abell|www.ballhausnaunynstrasse.de|Berlin|NEU|START|KULTUR|kulturSPRONGE|hleenoarner|Timownd tyefe|ur md Hedien|Eine Fronaren van kutpnge Haineis ainy e gemeinzige|taze|EXBERLINER|DINANIN|durch|
plakatfotos,DSC_0041.JPG,fieiirdart dunh|台tAASLIA科|Che Sa|HAUFT|Himdesministerium Nir|witschaftliche Zusammenarbert|ursd Entwicktung|MISEREOR|COBLER|Cue|Brot|ail Munin ds|t ahiches|Eewikisngsdinstes|NHASENT ORAL|KULTUR|FONDS|Für die Welt|RIRE DES FEMMES|IHR HILFSWERK|SumUp Cashless|Market|18.10.2020|RAW Gelände|Berlin-Friedrichshain|DISCO|SUCCESS|DISCO|REGGAE|NOLFAR|S SUmup|
plakatfotos,DSC_0042.JPG,N!|nt.|bauzaunplakatıerung.de|info@bauzaunplakatierung.de|20. Filmfest|FrauenWelten|Menschenrechte|von Frauen|im Blickpunkt|TERRE DES FEMMES|des Films|28.10.bis|04.11.2020|Im Kino in der Kulturbrauerei Berlin und online: www.filmfest-frauenwelten.de|COBLER|Cine S|MISEREOR|Brot|TERRE DES FEMMES|
plakatfotos,DSC_0043.JPG,ROC|Orchester|Chore|Deutschlandfur|Rattle|Licciati|Deutsches|Symphonie|Orchester|Berlin|Sir Simon Rattle|Robin Ticciati|Magdalena Kožená – Mezzosopran|Andrew Staples-Tenor|Takemitsu: Archipelago S.«|Mahler: >Das Lied von der Erde|Fr 6.11./ Sa 7.11.20 20 Uhr Philharmonie|
plakatfotos,DSC_0044.JPG,ÜBERKLEBEN|Zuwiderhandlungen werden It. § 303 Abs. 1 StGB zur Anz|DAS VER|SCHWINDE|DER|MUSIK|13-15|MUSIK UND|PERFORMANCES|VON STARGAZE|JAN ST. WERNER|&ANDI TOMA|(MOUSE ON MARS)|OLIVIA BLOCK|DEFORREST BROWN JR|FORBES GRAHAM|BONNIE JONES|GEORGE LEV|ADI GELBAR|& KNM U.V.A|TALKS &|INSTALLATIONEN VON|HOLLY HERNDON &|MAT DRYHURST|AGNÈS GAYRAUD|INTERSPECIFICS UV.M.|NOV|HKW|Haus der Kulturen der Welt|
plakatfotos,DSC_0045.JPG,ROT|MTK|R.|job|STREIT|UMS|POLITISC|messe|UM|Heinz Bude|Gespräch i|seinen Gäs|CH!|berli n|26.10.2020|DAS ÖKOLOGIS|ENDE DER WEL|Maja Göpel|16.11.2020|DAS ENDE DER|DEMOKRATIE|31.10.01.11.|ARENA BERLIN|Hedwig Richter|07.12.2020|DAS ENDE DER KL|Juliane Rebentisch|KÖLN|EIPZIG|-ZÜRI|11.01.2021|DAS ENDE DES|KAPITALISMUS|Philipp Staab|Berliner . Morgenpost|Berliner Woche jobmessen-de|DAS IST BERLIiN|HEINRICH|eOLL|STFTUNG|PROMOTION|Astra|Astra|UNBEFU TOS BEKLEBEN VERBOTEN|Astra|UNBEFUGT|ZRRIDERHANDUNGEN WERDE|KREUZB|SIDB VEREOLGTI AUFTRAGGEBER HAFTEN FÜR IHRE ERFÜLLUNGSGEHILFEN|BIK PRODUKTION GmH KONTAKT. Infagastra-bertin de|ZUWIDERHANDLUNGEN WENDEN|KREUZE|Astra|Astra|UNBEFUGTES BEKLEBEN VERBOTEN|Artra.|UNBEFUGT|69119|HEPDEN NA H SO VERFOLGT AUFTRAGGEBER HAFTEN FOR IHRE ERFOLEUNGSGEHILFEN|PREUZBERO MUSIK PRODUKTION Gtrinet KONTAKT udegasiretlin.de|WDERHAMDLUNGEN WERDEN NE|KREUR|dstra|Astra|UNBEFUGTES BEKLEBEN VERBOTEN|Astra|UNBEFUGTE|Asina|Astra|OROT EN|Astra|Veranstalter: BARLAG werbe- & messeagentur GmbH (Osnabrück) barlagmessen.de|
plakatfotos,DSC_0046.JPG,"Berliner Festspiele|#JazzfestBerlin|DIG.|DOWN|erin Lat|wzfeet herten ist|kanstaiten|unter Beteiligung der|und Deutochlandradio|or|Setordart durch|Streamingpartner|Medienparty|Dussann|Ku e|BR|hr2|NDRInfo|Zwei kutuaradi|R|KULTUR|Die Beauftragte der Bandesregierung|für Kultar und Medien|arte|CONCERT|EXBERLINER|monopoL|GASN|WIRE|SR2|»SWR2 WDRE|Y SUFFI|JAZZFEST|BERLIN|20|5.-|8.11.20|DEEP|Henry|Threadgi|Lakecia|Benjamin|„March On"")|Tickets über 030/275 969 71 oder www.gall-berlin.de|BAD|Galli|Aitra|UNBEFUGTES BE|ES BEKLEBEN|ACH30 REO T AUFTRAGGEBER HATE|ERGUSIK PROOUKTION SmbH KONFTAKT. intoios|ZUWIDERHANDLUNGEN WERDEN NACH 303 StOn VERE|KREUZBERG MUSIK FRODUK|Astra|UNBEFUGTES BE|TES BEKLEBEN VEN|AUFTRAcOcBER HAP TEN CUR RE ERFUE|ZUWIDERHANDLUNGEN WERBEN NACH4 303 Se VERr|algn & bustration tea51|"
plakatfotos,DSC_0047.JPG,GROPIUS|BAU|Berline|r Festspiele|MASCULINI ES:LIBERANK|THROUGH POTOGR PH|16.10.20-|10.1.21|barbicas|
plakatfotos,DSC_0048.JPG,MADWOMEN|adidas|THE HOME OF BERLIN'S ORIGINALS|ADIDAS ORIGINALS MITTE|MUENZSTRASSE 13-15|RE-OPENING|OCTOBER 30TH|
plakatfotos,DSC_0049.JPG,NEGOTIATIING CONTEXT|IN THE ANTHROPOCENE|THE SHAPE|OF A|26.10.PRACTICE|IST|KUNST.F|DISKURS|FORSCHUNG|NG|-30.4.|HRWHRW|
